RowID,PersonType,PersonTypeCode,IDNumber,Nationality,NameShort,Phone,Location,Latitude,Longitude,IssueDate,ExpiryDate,TokenId,TokenStartTime,TokenEndTime,UsageTime,TokenDurationMinutes,UsedWithinValidity,DeviceId,State,StateArabic,RiskLabel,RiskReason,FraudType
789,Resident,2,2862152669,Syrian,Andrew H.,582196170,Hail,27.5114,41.7208,1/28/2024,4/8/2025,TKN-76209014,5/26/2024 11:48,5/26/2024 12:03,5/26/2024 12:02,15,1,DEV-31660076,Suspicious,مشبوه,High,Impossible travel speed detected,ImpossibleTravel
2747,Citizen,1,1387758450,Saudi,Andrew J.,564490879,Jazan,16.8895,42.57,8/22/2025,6/7/2026,TKN-08292209,10/6/2025 0:15,10/6/2025 0:30,10/6/2025 0:24,15,1,DEV-46150411,Active,فعال,Low,None,None
3967,Resident,2,2415764458,Bangladeshi,Andrew M.,537547678,Hail,27.5114,41.7208,10/31/2025,6/27/2027,TKN-03134644,11/19/2025 9:48,11/19/2025 10:03,11/19/2025 9:58,15,1,DEV-71322370,Active,فعال,Low,None,None
1964,Citizen,1,1890279988,Saudi,Andrew M.,565830504,Jeddah,21.4858,39.1925,9/15/2024,12/31/2026,TKN-93247079,3/30/2025 23:29,3/30/2025 23:44,3/30/2025 23:38,15,1,DEV-53960160,Active,فعال,Low,None,None
379,Resident,2,2320364823,Bangladeshi,Andrew N.,583074216,Al Baha,20.0129,41.4677,12/2/2024,11/26/2026,TKN-56965917,8/14/2025 17:18,8/14/2025 17:33,8/14/2025 17:18,15,1,DEV-69864079,Active,فعال,Low,None,None
636,Resident,2,2837252824,Pakistani,Andrew N.,527368573,Hail,27.5114,41.7208,2/3/2025,10/20/2026,TKN-80447314,9/25/2025 22:17,9/25/2025 22:32,9/25/2025 22:24,15,1,DEV-21963945,Active,فعال,Low,None,None
3183,Citizen,1,1287547650,Saudi,Andrew O.,527743740,Makkah,21.3891,39.8579,6/8/2025,4/4/2028,TKN-41987032,9/7/2025 16:12,9/7/2025 16:27,9/7/2025 16:23,15,1,DEV-83182637,Active,فعال,Low,None,None
2872,Resident,2,2455775011,Indian,Andrew P.,593373189,Makkah,21.3891,39.8579,10/4/2024,9/21/2026,TKN-20765133,6/18/2025 13:53,6/18/2025 14:08,6/18/2025 13:58,15,1,DEV-03052411,Suspicious,مشبوه,High,Impossible travel speed detected,ImpossibleTravel
831,Citizen,1,1804137710,Saudi,Andrew P.,595342494,Hail,27.5114,41.7208,8/21/2025,5/8/2027,TKN-77680898,11/18/2025 20:55,11/18/2025 21:10,11/18/2025 20:57,15,1,DEV-59545089,Active,فعال,Low,None,None
3208,Resident,2,2709111808,Bangladeshi,Andrew R.,592458705,Jeddah,21.4858,39.1925,2/12/2024,8/17/2025,TKN-80886449,2/12/2024 9:14,2/12/2024 9:29,2/12/2024 9:22,15,1,DEV-00326661,Active,فعال,Low,None,None
1747,Resident,2,2511336760,Pakistani,Andrew R.,547362868,Tabuk,28.3833,36.5667,3/26/2025,10/31/2025,TKN-70071580,7/13/2025 6:16,7/13/2025 6:31,7/13/2025 6:20,15,1,DEV-69669323,Active,فعال,Low,None,None
411,Citizen,1,1665484610,Saudi,Andrew R.,580659726,Madinah,24.5247,39.5692,2/11/2025,11/22/2027,TKN-60243757,3/8/2025 15:53,3/8/2025 16:08,3/8/2025 16:05,15,1,DEV-46717957,Active,فعال,Low,None,None
2668,Citizen,1,1962706312,Saudi,Andrew R.,542923144,Makkah,21.3891,39.8579,9/21/2024,7/2/2027,TKN-80115360,5/14/2025 15:26,5/14/2025 15:41,5/14/2025 15:40,15,1,DEV-83609016,Active,فعال,Low,None,None
2631,Resident,2,2936118061,Indian,Andrew S.,548687319,Jazan,16.8895,42.57,1/19/2025,11/11/2026,TKN-95688649,9/28/2025 23:37,9/28/2025 23:52,9/29/2025 1:47,15,0,DEV-46559218,Expired,منتهي,Medium,Token Expired,None
1398,Citizen,1,1793296383,Saudi,Andrew S.,585927914,Hail,27.5114,41.7208,12/15/2024,1/12/2027,TKN-85921268,8/18/2025 2:07,8/18/2025 2:22,8/18/2025 2:09,15,1,DEV-63532237,Active,فعال,Low,None,None
3243,Citizen,1,1602884927,Saudi,Andrew S.,599118938,Hail,27.5114,41.7208,6/26/2024,2/8/2026,TKN-34972486,11/3/2024 0:54,11/3/2024 1:09,11/3/2024 1:00,15,1,DEV-57542373,Active,فعال,Low,None,None
1425,Resident,2,2687790466,Sudanese,Andrew S.,519180999,Abha,18.2465,42.5117,12/15/2024,12/23/2025,TKN-50101626,9/2/2025 14:49,9/2/2025 15:04,9/2/2025 14:50,15,1,DEV-36015791,Suspicious,مشبوه,High,Abnormal request frequency,FrequentGeneration
1312,Resident,2,2722743448,Yemeni,Andrew S.,573394367,Dammam,26.4207,50.0888,5/8/2024,8/2/2026,TKN-05089830,6/13/2024 8:21,6/13/2024 8:36,6/13/2024 8:24,15,1,DEV-94423860,Active,فعال,Low,None,None
2176,Resident,2,2825451398,Egyptian,Andrew T.,558771134,Al Baha,20.0129,41.4677,4/17/2025,10/17/2027,TKN-12598362,5/16/2025 17:10,5/16/2025 17:25,5/16/2025 18:46,15,0,DEV-24676428,Expired,منتهي,Medium,Token Expired,None
3090,Resident,2,2577138180,Syrian,Andrew W.,598783194,Jazan,16.8895,42.57,1/3/2025,8/2/2025,TKN-21094235,1/5/2025 0:54,1/5/2025 1:09,1/5/2025 1:00,15,1,DEV-77777777,Suspicious,مشبوه,High,Multiple IDs from single device,DeviceHopping
3390,Citizen,1,1197710689,Saudi,Angel D.,533976414,Abha,18.2465,42.5117,10/1/2024,5/18/2026,TKN-14608247,4/2/2025 15:27,4/2/2025 15:42,4/2/2025 15:36,15,1,DEV-99478348,Active,فعال,Low,None,None
2464,Resident,2,2432977458,Bangladeshi,Angel K.,572329716,Tabuk,28.3833,36.5667,3/9/2024,2/8/2025,TKN-15567695,7/7/2024 19:24,7/7/2024 19:39,7/7/2024 19:28,15,1,DEV-38767384,Active,فعال,Low,None,None
3545,Citizen,1,1965137087,Saudi,Angel R.,582239506,Jazan,16.8895,42.57,5/25/2025,3/3/2026,TKN-70003379,9/15/2025 9:45,9/15/2025 10:00,9/15/2025 11:45,15,0,DEV-16316641,Expired,منتهي,Medium,Token Expired,None
2564,Citizen,1,1415864153,Saudi,Angel W.,597761151,Dammam,26.4207,50.0888,7/5/2024,3/3/2027,TKN-36242494,5/31/2025 10:45,5/31/2025 11:00,5/31/2025 10:58,15,1,DEV-90015812,Active,فعال,Low,None,None
2599,Citizen,1,1263747299,Saudi,Angela B.,562563720,Tabuk,28.3833,36.5667,10/27/2025,4/28/2028,TKN-90530945,12/8/2025 11:31,12/8/2025 11:46,12/8/2025 11:32,15,1,DEV-33878959,Active,فعال,Low,None,None
294,Resident,2,2126444910,Syrian,Angela B.,544935501,Tabuk,28.3833,36.5667,4/13/2025,5/17/2026,TKN-64908277,5/2/2025 6:06,5/2/2025 6:21,5/2/2025 6:58,15,0,DEV-34764472,Expired,منتهي,Medium,Token Expired,None
1134,Citizen,1,1902884714,Saudi,Angela C.,539576862,Tabuk,28.3833,36.5667,3/2/2025,8/29/2026,TKN-84424648,3/9/2025 8:50,3/9/2025 9:05,3/9/2025 8:57,15,1,DEV-83521189,Active,فعال,Low,None,None
1802,Citizen,1,1608964125,Saudi,Angela C.,557367517,Abha,18.2465,42.5117,6/18/2025,9/23/2027,TKN-20306951,9/13/2025 20:31,9/13/2025 20:46,9/13/2025 20:38,15,1,DEV-48066112,Suspicious,مشبوه,High,Impossible travel speed detected,ImpossibleTravel
3676,Citizen,1,1281283935,Saudi,Angela C.,519102656,Dammam,26.4207,50.0888,3/2/2025,1/29/2028,TKN-64339828,8/21/2025 5:06,8/21/2025 5:21,8/21/2025 7:16,15,0,DEV-53115451,Expired,منتهي,Medium,Token Expired,None
103,Citizen,1,1135528741,Saudi,Angela D.,573560289,Jeddah,21.4858,39.1925,3/31/2024,4/27/2026,TKN-57872982,9/1/2024 22:32,9/1/2024 22:47,9/1/2024 23:47,15,0,DEV-98680002,Expired,منتهي,Medium,Token Expired,None
1273,Citizen,1,1633871129,Saudi,Angela G.,524236463,Abha,18.2465,42.5117,12/11/2023,11/12/2024,TKN-96539160,4/23/2024 2:51,4/23/2024 3:06,4/23/2024 3:03,15,1,DEV-58115744,Active,فعال,Low,None,None
436,Citizen,1,1424871030,Saudi,Angela H.,554589439,Hail,27.5114,41.7208,12/24/2024,7/16/2026,TKN-69562017,10/16/2025 4:22,10/16/2025 4:37,10/16/2025 4:28,15,1,DEV-68118071,Suspicious,مشبوه,High,Impossible travel speed detected,ImpossibleTravel
746,Citizen,1,1488169687,Saudi,Angela J.,516232730,Riyadh,24.7136,46.6753,3/18/2024,7/10/2026,TKN-11369572,4/24/2025 12:30,4/24/2025 12:45,4/24/2025 12:33,15,1,DEV-07711306,Active,فعال,Low,None,None
1464,Resident,2,2819094911,Syrian,Angela J.,553765651,Hail,27.5114,41.7208,5/23/2024,12/12/2024,TKN-60304093,9/21/2024 0:23,9/21/2024 0:38,9/21/2024 0:36,15,1,DEV-50295867,Active,فعال,Low,None,None
244,Resident,2,2483745511,Pakistani,Angela K.,556095437,Jeddah,21.4858,39.1925,8/4/2024,7/1/2026,TKN-86589026,10/27/2025 3:07,10/27/2025 3:22,10/27/2025 3:10,15,1,DEV-56213721,Active,فعال,Low,None,None
398,Citizen,1,1696559239,Saudi,Angela L.,558219001,Madinah,24.5247,39.5692,4/17/2025,7/8/2026,TKN-27617075,10/5/2025 15:33,10/5/2025 15:48,10/5/2025 15:37,15,1,DEV-03203207,Active,فعال,Low,None,None
1000,Citizen,1,1185849093,Saudi,Angela L.,598934311,Jeddah,21.4858,39.1925,4/1/2024,10/25/2026,TKN-18676610,7/4/2024 12:36,7/4/2024 12:51,7/4/2024 14:05,15,0,DEV-01023200,Expired,منتهي,Medium,Token Expired,None
1859,Citizen,1,1294123530,Saudi,Angela M.,594139980,Jazan,16.8895,42.57,12/13/2023,9/13/2025,TKN-82048109,12/30/2023 18:04,12/30/2023 18:19,12/30/2023 20:12,15,0,DEV-42318206,Expired,منتهي,Medium,Token Expired,None
1742,Resident,2,2008528676,Indian,Angela N.,524132859,Madinah,24.5247,39.5692,6/14/2025,12/30/2026,TKN-91990821,6/28/2025 11:21,6/28/2025 11:36,6/28/2025 11:35,15,1,DEV-96645231,Active,فعال,Low,None,None
1119,Citizen,1,1732725044,Saudi,Angela P.,582670169,Dammam,26.4207,50.0888,10/12/2025,8/8/2027,TKN-56619953,11/4/2025 11:41,11/4/2025 11:56,11/4/2025 11:42,15,1,DEV-02750003,Active,فعال,Low,None,None
534,Resident,2,2994329973,Filipino,Angela R.,553788744,Abha,18.2465,42.5117,3/4/2024,12/7/2025,TKN-33021260,4/20/2024 2:33,4/20/2024 2:48,4/20/2024 2:37,15,1,DEV-55247286,Active,فعال,Low,None,None
1820,Resident,2,2148964957,Pakistani,Angela R.,553333406,Al Baha,20.0129,41.4677,1/10/2025,2/25/2026,TKN-08288745,7/12/2025 5:01,7/12/2025 5:16,7/12/2025 5:07,15,1,DEV-20476766,Active,فعال,Low,None,None
2009,Citizen,1,1223925607,Saudi,Angela R.,533906194,Riyadh,24.7136,46.6753,12/7/2024,8/7/2026,TKN-39294270,12/7/2025 0:38,12/7/2025 0:53,12/7/2025 0:48,15,1,DEV-12666153,Suspicious,مشبوه,High,Abnormal request frequency,FrequentGeneration
2796,Citizen,1,1078611890,Saudi,Angela R.,530634593,Al Baha,20.0129,41.4677,1/7/2025,10/25/2025,TKN-28178342,8/14/2025 9:14,8/14/2025 9:29,8/14/2025 9:19,15,1,DEV-98181199,Active,فعال,Low,None,None
2896,Citizen,1,1868380260,Saudi,Angela R.,567170552,Jeddah,21.4858,39.1925,7/29/2024,12/14/2026,TKN-66924505,1/21/2025 13:56,1/21/2025 14:11,1/21/2025 14:04,15,1,DEV-99999999,Suspicious,مشبوه,High,Multiple IDs from single device,DeviceHopping
3638,Citizen,1,1627594615,Saudi,Angela R.,520713289,Riyadh,24.7136,46.6753,1/10/2025,3/20/2026,TKN-80547948,8/8/2025 7:33,8/8/2025 7:48,8/8/2025 8:57,15,0,DEV-74210943,Expired,منتهي,Medium,Token Expired,None
3924,Resident,2,2746065705,Egyptian,Angela S.,566354268,Riyadh,24.7136,46.6753,4/30/2025,4/21/2027,TKN-87384322,8/24/2025 13:40,8/24/2025 13:55,8/24/2025 13:41,15,1,DEV-82960462,Active,فعال,Low,None,None
347,Citizen,1,1630104453,Saudi,Angela S.,542115895,Makkah,21.3891,39.8579,6/30/2025,2/16/2026,TKN-42799077,9/17/2025 14:57,9/17/2025 15:12,9/17/2025 15:08,15,1,DEV-32543107,Suspicious,مشبوه,High,Abnormal request frequency,FrequentGeneration
1696,Resident,2,2159604146,Indian,Angela V.,552984033,Dammam,26.4207,50.0888,6/28/2024,1/28/2026,TKN-09606472,5/17/2025 6:45,5/17/2025 7:00,5/17/2025 6:52,15,1,DEV-65895247,Active,فعال,Low,None,None
824,Citizen,1,1798730065,Saudi,Angela W.,520746107,Makkah,21.3891,39.8579,4/27/2024,4/12/2025,TKN-08806220,6/25/2024 13:19,6/25/2024 13:34,6/25/2024 13:32,15,1,DEV-82305248,Active,فعال,Low,None,None
1973,Citizen,1,1289032747,Saudi,Angela W.,536175623,Hail,27.5114,41.7208,5/9/2025,9/1/2026,TKN-12973414,9/27/2025 7:58,9/27/2025 8:13,9/27/2025 8:56,15,0,DEV-07933773,Expired,منتهي,Medium,Token Expired,None
3152,Citizen,1,1064390815,Saudi,Angela W.,510821316,Jazan,16.8895,42.57,5/18/2024,11/29/2024,TKN-85952417,11/6/2024 9:48,11/6/2024 10:03,11/6/2024 9:55,15,1,DEV-16436111,Active,فعال,Low,None,None
2665,Citizen,1,1399556921,Saudi,Angelica W.,572938222,Madinah,24.5247,39.5692,6/23/2025,8/2/2027,TKN-54680131,10/23/2025 21:13,10/23/2025 21:28,10/23/2025 21:28,15,1,DEV-68030400,Active,فعال,Low,None,None
2503,Citizen,1,1056353302,Saudi,Anita L.,596288920,Makkah,21.3891,39.8579,1/28/2025,11/29/2026,TKN-93925679,8/8/2025 22:27,8/8/2025 22:42,8/8/2025 22:36,15,1,DEV-77075013,Active,فعال,Low,None,None
144,Resident,2,2097970787,Bangladeshi,Anita M.,556702542,Al Baha,20.0129,41.4677,6/7/2024,11/10/2025,TKN-66033419,4/17/2025 23:13,4/17/2025 23:28,4/17/2025 23:23,15,1,DEV-22660937,Active,فعال,Low,None,None
1569,Citizen,1,1318711858,Saudi,Ann D.,539380829,Tabuk,28.3833,36.5667,2/28/2024,7/23/2026,TKN-56496741,3/23/2025 9:31,3/23/2025 9:46,3/23/2025 9:43,15,1,DEV-69303264,Active,فعال,Low,None,None
3517,Citizen,1,1539529630,Saudi,Ann F.,576817345,Tabuk,28.3833,36.5667,8/10/2024,11/21/2026,TKN-91298967,3/19/2025 16:57,3/19/2025 17:12,3/19/2025 17:11,15,1,DEV-22054872,Active,فعال,Low,None,None
1975,Resident,2,2744181609,Sudanese,Ann F.,569727893,Al Baha,20.0129,41.4677,2/14/2024,8/17/2025,TKN-59602331,6/15/2024 5:57,6/15/2024 6:12,6/15/2024 6:08,15,1,DEV-18945239,Active,فعال,Low,None,None
1958,Resident,2,2278679814,Bangladeshi,Ann S.,527075512,Makkah,21.3891,39.8579,8/11/2024,11/14/2026,TKN-42618455,7/7/2025 8:13,7/7/2025 8:28,7/7/2025 8:19,15,1,DEV-11615999,Active,فعال,Low,None,None
3134,Resident,2,2596183751,Filipino,Anna A.,537802066,Al Baha,20.0129,41.4677,3/29/2025,8/12/2026,TKN-39191938,11/21/2025 21:22,11/21/2025 21:37,11/21/2025 21:28,15,1,DEV-34686207,Active,فعال,Low,None,None
157,Resident,2,2899232921,Bangladeshi,Anna B.,529944139,Tabuk,28.3833,36.5667,4/15/2024,4/16/2026,TKN-21965652,3/23/2025 13:53,3/23/2025 14:08,3/23/2025 13:55,15,1,DEV-53269731,Active,فعال,Low,None,None
1487,Citizen,1,1073269109,Saudi,Anna C.,521079489,Jazan,16.8895,42.57,3/24/2025,7/24/2027,TKN-11339736,5/31/2025 18:01,5/31/2025 18:16,5/31/2025 18:10,15,1,DEV-17735166,Active,فعال,Low,None,None
1786,Citizen,1,1089081236,Saudi,Anna F.,529296419,Riyadh,24.7136,46.6753,7/10/2025,10/21/2027,TKN-87300210,9/3/2025 18:20,9/3/2025 18:35,9/3/2025 20:26,15,0,DEV-65653170,Expired,منتهي,Medium,Token Expired,None
3562,Citizen,1,1627365757,Saudi,Anna G.,581632564,Riyadh,24.7136,46.6753,11/2/2024,1/27/2026,TKN-18143358,11/18/2024 22:58,11/18/2024 23:13,11/18/2024 23:08,15,1,DEV-20828968,Active,فعال,Low,None,None
3722,Citizen,1,1918782591,Saudi,Anna J.,511305716,Dammam,26.4207,50.0888,3/18/2024,11/20/2024,TKN-64985901,5/10/2024 15:03,5/10/2024 15:18,5/10/2024 15:44,15,0,DEV-61634054,Expired,منتهي,Medium,Token Expired,None
377,Citizen,1,1086167773,Saudi,Anna M.,598824290,Jazan,16.8895,42.57,1/22/2024,12/3/2024,TKN-09025590,6/22/2024 13:28,6/22/2024 13:43,6/22/2024 13:29,15,1,DEV-47969545,Suspicious,مشبوه,High,Impossible travel speed detected,ImpossibleTravel
2865,Resident,2,2255173296,Bangladeshi,Anna P.,563082648,Al Baha,20.0129,41.4677,7/10/2025,3/27/2027,TKN-41253834,8/22/2025 13:13,8/22/2025 13:28,8/22/2025 15:04,15,0,DEV-87447713,Expired,منتهي,Medium,Token Expired,None
674,Citizen,1,1598214865,Saudi,Anna R.,583698792,Riyadh,24.7136,46.6753,5/19/2024,3/10/2027,TKN-92959660,7/4/2025 19:49,7/4/2025 20:04,7/4/2025 20:00,15,1,DEV-54457702,Active,فعال,Low,None,None
1881,Citizen,1,1058353824,Saudi,Anna S.,521362751,Riyadh,24.7136,46.6753,10/28/2025,1/27/2027,TKN-43632705,11/15/2025 2:24,11/15/2025 2:39,11/15/2025 2:34,15,1,DEV-51267644,Suspicious,مشبوه,High,Abnormal request frequency,FrequentGeneration
2625,Citizen,1,1978821584,Saudi,Anna S.,544877696,Tabuk,28.3833,36.5667,2/20/2024,1/26/2025,TKN-75315752,4/7/2024 3:05,4/7/2024 3:20,4/7/2024 3:08,15,1,DEV-76755004,Active,فعال,Low,None,None
3065,Resident,2,2726242601,Yemeni,Anna S.,569971142,Al Baha,20.0129,41.4677,8/28/2024,2/14/2027,TKN-52173213,8/12/2025 6:18,8/12/2025 6:33,8/12/2025 6:31,15,1,DEV-07385460,Active,فعال,Low,None,None
855,Citizen,1,1096078316,Saudi,Anna W.,543382936,Dammam,26.4207,50.0888,3/24/2024,2/13/2026,TKN-48640104,3/27/2025 10:48,3/27/2025 11:03,3/27/2025 10:52,15,1,DEV-78851905,Active,فعال,Low,None,None
2600,Citizen,1,1577038107,Saudi,Anna W.,555821856,Dammam,26.4207,50.0888,9/3/2024,11/17/2025,TKN-07086186,10/19/2024 15:47,10/19/2024 16:02,10/19/2024 15:48,15,1,DEV-82572323,Active,فعال,Low,None,None
3092,Citizen,1,1945083210,Saudi,Anna Y.,557788337,Jazan,16.8895,42.57,9/25/2025,8/31/2027,TKN-43260322,10/30/2025 20:07,10/30/2025 20:22,10/30/2025 20:19,15,1,DEV-77777777,Suspicious,مشبوه,High,Multiple IDs from single device,DeviceHopping
3753,Citizen,1,1560892225,Saudi,Anne G.,529236657,Tabuk,28.3833,36.5667,9/20/2024,6/15/2025,TKN-48254576,5/11/2025 1:10,5/11/2025 1:25,5/11/2025 1:21,15,1,DEV-02827746,Active,فعال,Low,None,None
3206,Citizen,1,1492969186,Saudi,Anne H.,512070527,Jazan,16.8895,42.57,4/13/2024,6/6/2025,TKN-33149325,10/15/2024 12:03,10/15/2024 12:18,10/15/2024 12:15,15,1,DEV-75583883,Active,فعال,Low,None,None
2662,Resident,2,2948292913,Indian,Anne S.,567299090,Jazan,16.8895,42.57,9/28/2024,10/29/2026,TKN-11924743,10/15/2024 23:30,10/15/2024 23:45,10/15/2024 23:43,15,1,DEV-42942992,Active,فعال,Low,None,None
1218,Citizen,1,1737504834,Saudi,Anne Y.,590696029,Makkah,21.3891,39.8579,4/24/2025,12/10/2026,TKN-59659992,7/22/2025 20:32,7/22/2025 20:47,7/22/2025 20:40,15,1,DEV-12441290,Active,فعال,Low,None,None
2849,Citizen,1,1346840262,Saudi,Annette H.,540295304,Riyadh,24.7136,46.6753,2/9/2024,1/27/2027,TKN-85402621,12/31/2024 22:15,12/31/2024 22:30,12/31/2024 22:21,15,1,DEV-49331115,Active,فعال,Low,None,None
2460,Resident,2,2388135963,Pakistani,Annette K.,586396882,Madinah,24.5247,39.5692,10/25/2025,5/6/2028,TKN-55143825,10/26/2025 17:01,10/26/2025 17:16,10/26/2025 17:10,15,1,DEV-99286102,Suspicious,مشبوه,High,Impossible travel speed detected,ImpossibleTravel
2283,Citizen,1,1067772190,Saudi,Annette M.,559046143,Al Baha,20.0129,41.4677,8/13/2025,11/28/2027,TKN-47266806,10/21/2025 0:08,10/21/2025 0:23,10/21/2025 0:17,15,1,DEV-09579281,Active,فعال,Low,None,None
2500,Citizen,1,1066733536,Saudi,Annette M.,580421269,Al Baha,20.0129,41.4677,7/27/2024,11/11/2026,TKN-44474270,10/30/2024 21:19,10/30/2024 21:34,10/30/2024 21:20,15,1,DEV-83590949,Suspicious,مشبوه,High,Abnormal request frequency,FrequentGeneration
3285,Citizen,1,1102272739,Saudi,Anthony A.,519360882,Riyadh,24.7136,46.6753,5/24/2024,12/14/2026,TKN-15708832,1/26/2025 15:19,1/26/2025 15:34,1/26/2025 15:24,15,1,DEV-82350627,Suspicious,مشبوه,High,Abnormal request frequency,FrequentGeneration
979,Resident,2,2124377946,Egyptian,Anthony B.,551739205,Riyadh,24.7136,46.6753,10/17/2024,3/19/2027,TKN-80880678,12/5/2024 15:16,12/5/2024 15:31,12/5/2024 15:26,15,1,DEV-88888888,Suspicious,مشبوه,High,Multiple IDs from single device,DeviceHopping
3325,Resident,2,2903483524,Filipino,Anthony B.,571807877,Riyadh,24.7136,46.6753,8/16/2024,3/11/2026,TKN-52967947,4/6/2025 7:37,4/6/2025 7:52,4/6/2025 7:49,15,1,DEV-72092646,Active,فعال,Low,None,None
3553,Citizen,1,1467244461,Saudi,Anthony B.,594325586,Riyadh,24.7136,46.6753,11/11/2024,7/1/2027,TKN-29865366,1/1/2025 12:10,1/1/2025 12:25,1/1/2025 12:14,15,1,DEV-95816189,Active,فعال,Low,None,None
3929,Citizen,1,1456996031,Saudi,Anthony C.,598454151,Dammam,26.4207,50.0888,7/20/2024,6/12/2027,TKN-38637736,10/13/2024 5:32,10/13/2024 5:47,10/13/2024 5:34,15,1,DEV-06977753,Active,فعال,Low,None,None
2063,Citizen,1,1866831325,Saudi,Anthony E.,592662979,Tabuk,28.3833,36.5667,12/15/2024,1/13/2026,TKN-41059394,7/26/2025 15:48,7/26/2025 16:03,7/26/2025 15:56,15,1,DEV-79836760,Active,فعال,Low,None,None
3828,Resident,2,2810351552,Bangladeshi,Anthony F.,581344592,Makkah,21.3891,39.8579,4/7/2025,2/8/2027,TKN-64137281,8/10/2025 8:48,8/10/2025 9:03,8/10/2025 9:00,15,1,DEV-99999999,Suspicious,مشبوه,High,Multiple IDs from single device,DeviceHopping
556,Citizen,1,1901108031,Saudi,Anthony G.,533315234,Dammam,26.4207,50.0888,9/23/2025,11/19/2026,TKN-39609626,11/12/2025 16:50,11/12/2025 17:05,11/12/2025 16:57,15,1,DEV-95529638,Active,فعال,Low,None,None
1746,Citizen,1,1069225783,Saudi,Anthony G.,552585253,Abha,18.2465,42.5117,12/30/2024,3/8/2027,TKN-99630667,9/6/2025 4:18,9/6/2025 4:33,9/6/2025 4:31,15,1,DEV-81105703,Active,فعال,Low,None,None
881,Citizen,1,1955978714,Saudi,Anthony H.,550512501,Riyadh,24.7136,46.6753,9/9/2024,1/9/2026,TKN-82998747,5/10/2025 17:00,5/10/2025 17:15,5/10/2025 17:43,15,0,DEV-61844421,Expired,منتهي,Medium,Token Expired,None
1956,Citizen,1,1438742603,Saudi,Anthony H.,517863123,Hail,27.5114,41.7208,8/8/2025,4/26/2026,TKN-54111902,10/11/2025 21:34,10/11/2025 21:49,10/11/2025 21:36,15,1,DEV-36251231,Active,فعال,Low,None,None
3533,Resident,2,2661365316,Indian,Anthony J.,598581654,Hail,27.5114,41.7208,11/8/2025,6/30/2028,TKN-04708444,12/4/2025 22:05,12/4/2025 22:20,12/4/2025 22:07,15,1,DEV-98137801,Active,فعال,Low,None,None
708,Citizen,1,1602728525,Saudi,Anthony J.,597147586,Riyadh,24.7136,46.6753,1/1/2024,10/24/2024,TKN-21053161,7/2/2024 3:06,7/2/2024 3:21,7/2/2024 3:09,15,1,DEV-02608698,Suspicious,مشبوه,High,Impossible travel speed detected,ImpossibleTravel
192,Citizen,1,1300368694,Saudi,Anthony L.,514391105,Abha,18.2465,42.5117,9/17/2025,10/24/2026,TKN-78610357,10/6/2025 17:09,10/6/2025 17:24,10/6/2025 17:15,15,1,DEV-03070534,Active,فعال,Low,None,None
3181,Citizen,1,1901670054,Saudi,Anthony L.,570319344,Dammam,26.4207,50.0888,7/31/2024,10/13/2025,TKN-86987164,6/2/2025 7:24,6/2/2025 7:39,6/2/2025 7:28,15,1,DEV-57409683,Active,فعال,Low,None,None
988,Citizen,1,1192181526,Saudi,Anthony M.,590010054,Hail,27.5114,41.7208,7/15/2024,10/17/2026,TKN-80179867,10/1/2024 1:57,10/1/2024 2:12,10/1/2024 1:57,15,1,DEV-15848860,Suspicious,مشبوه,High,Abnormal request frequency,FrequentGeneration
1927,Citizen,1,1839174153,Saudi,Anthony M.,540568777,Riyadh,24.7136,46.6753,4/4/2025,11/26/2025,TKN-77210752,6/19/2025 23:33,6/19/2025 23:48,6/19/2025 23:42,15,1,DEV-98766740,Active,فعال,Low,None,None
2706,Citizen,1,1578523771,Saudi,Anthony M.,571261852,Riyadh,24.7136,46.6753,9/9/2024,12/24/2025,TKN-04310772,3/10/2025 23:37,3/10/2025 23:52,3/10/2025 23:51,15,1,DEV-14342207,Active,فعال,Low,None,None
2768,Resident,2,2419398085,Syrian,Anthony M.,531536347,Tabuk,28.3833,36.5667,4/28/2024,6/7/2025,TKN-44627635,1/13/2025 9:29,1/13/2025 9:44,1/13/2025 9:43,15,1,DEV-21238029,Active,فعال,Low,None,None
3088,Citizen,1,1912271841,Saudi,Anthony P.,583249011,Jeddah,21.4858,39.1925,4/26/2024,6/20/2025,TKN-77149487,1/20/2025 10:22,1/20/2025 10:37,1/20/2025 10:33,15,1,DEV-01622043,Active,فعال,Low,None,None
558,Citizen,1,1604633564,Saudi,Anthony S.,535264294,Tabuk,28.3833,36.5667,7/30/2025,8/4/2027,TKN-27523343,11/22/2025 13:51,11/22/2025 14:06,11/22/2025 14:04,15,1,DEV-20981960,Active,فعال,Low,None,None
1957,Citizen,1,1337183417,Saudi,Anthony S.,518595771,Tabuk,28.3833,36.5667,2/27/2024,2/25/2025,TKN-44267353,6/3/2024 2:35,6/3/2024 2:50,6/3/2024 2:37,15,1,DEV-69300522,Active,فعال,Low,None,None
2699,Citizen,1,1983003383,Saudi,Anthony S.,586043568,Dammam,26.4207,50.0888,12/20/2024,6/25/2025,TKN-21298567,1/27/2025 22:59,1/27/2025 23:14,1/27/2025 23:36,15,0,DEV-14127259,Expired,منتهي,Medium,Token Expired,None
